
2019/11/13,16:34:37,1,0,20
2019/11/13,18:16:48,1,0,20
2019/11/13,20:13:38,1,0,20
2019/11/17,02:35:06,0,0,0
2019/11/17,02:36:29,0,0,0
2019/11/17,02:40:07,0,0,1
2019/11/17,03:03:59,0,0,0
2019/11/17,03:30:37,0,0,0
2019/11/17,03:41:45,0,0,0
2019/11/17,04:14:32,1,0,20
2019/11/17,04:23:15,0,0,0
2019/11/17,04:26:17,0,0,0
2019/11/17,04:29:43,0,0,0
2019/11/17,04:32:04,0,0,0
2019/11/17,04:34:56,0,0,0
2019/11/17,04:38:04,0,0,0
2019/11/17,04:38:55,0,0,0
2019/11/17,04:39:56,0,0,0
2019/11/17,04:40:44,0,0,0
2019/11/17,04:42:00,0,0,0
2019/11/17,04:53:50,0,0,0
2019/11/17,05:04:26,0,0,0
2019/11/17,05:05:11,0,0,0
2019/11/17,05:09:37,0,0,0
2019/11/17,05:10:54,0,0,0
2019/11/17,05:13:13,0,0,0
2019/11/17,05:17:23,0,0,0
2019/11/17,05:18:03,0,0,0
2019/11/17,05:19:38,0,0,0
2019/11/17,05:21:04,0,0,0
2019/11/17,05:23:50,0,0,0
2019/11/17,05:29:43,0,0,0
2019/11/17,05:31:30,0,0,0
2019/11/17,05:33:04,0,0,0
2019/11/17,05:34:37,0,0,0
2019/11/18,20:31:21,0,0,0
2019/11/18,20:35:28,0,0,0
2019/11/18,20:46:45,0,0,0
2019/11/18,20:47:29,0,0,0
2019/11/18,20:48:29,0,0,0
2019/11/18,20:56:02,0,0,0
2019/11/18,21:40:27,0,0,0
2019/11/18,21:41:55,0,0,0
2019/11/18,22:08:56,0,0,0
2019/11/18,22:12:48,0,0,0
2019/11/18,23:45:25,0,0,0
2019/11/18,23:46:30,0,0,0
2019/11/18,23:48:49,0,0,5
2019/11/19,00:15:23,0,0,0
2019/11/19,00:16:41,0,0,0
2019/11/19,00:20:51,0,0,0
2019/11/19,00:26:45,0,0,0
2019/11/19,00:30:02,0,0,0
2019/11/19,00:31:26,0,0,0
2019/11/19,00:39:46,0,0,0
2019/11/19,00:43:38,0,0,0
2019/11/19,00:55:46,1,0,8
2019/11/19,11:29:43,0,0,2
2019/11/19,11:31:09,0,0,0
2019/11/19,11:36:10,0,0,0
2019/11/19,11:37:07,0,0,0
2019/11/19,14:36:22,0,0,0
2019/11/19,14:42:44,0,0,0
2019/11/19,14:53:51,0,0,0
2019/11/19,14:55:22,0,0,0
2019/11/19,14:56:27,0,0,0
2019/11/19,15:04:29,0,0,0
2019/11/19,15:06:33,0,0,0
2019/11/19,16:39:10,0,0,0
2019/11/19,16:42:04,0,0,0
2019/11/19,16:46:08,0,0,0
2019/11/19,16:47:07,0,0,0
2019/11/19,16:48:06,0,0,0
2019/11/19,16:49:20,0,0,0
2019/11/19,22:26:06,0,0,0
2019/11/19,22:30:42,1,0,20
2019/11/19,22:33:24,1,0,20
